student_id_PK,gender,prog_code,gpa,town_origin,year_cred,dropout
841-18-6134,F,BIOG,288,BAYAMON,CUA,N
841-18-6145,F,GERE,231,CATANO,TER,N
841-18-6158,F,ESCO,271,CATANO,TER,N
841-18-6172,M,TIEL,247,BAYAMON,TER,N
841-18-6239,F,GERE,237,TOA ALTA,SEG,N
841-18-6295,M,BHUM,316,BAYAMON,CUA,N
841-18-6341,F,BIOG,346,COROZAL,CUA,N
841-18-6379,F,GEMA,330,GUAYNABO,CUA,N
841-18-6389,F,SOFI,242,BAYAMON,SEG,N
841-18-6448,F,BIOG,361,TOA ALTA,CUA,N
841-18-6457,F,BIOG,281,GUAYNABO,TER,N
841-18-6469,M,CONT,265,BAYAMON,TER,N
841-18-6491,M,BIOG,338,BAYAMON,CUA,N
841-18-6582,M,TIEL,257,CAGUAS,TER,N
841-18-6615,M,EFEE,350,BAYAMON,TER,N
841-18-6685,F,BIOG,400,BAYAMON,TER,N
841-18-6700,F,BHUM,340,BAYAMON,CUA,N
841-18-6736,M,EFEE,274,SAN JUAN,TER,N
841-18-6737,M,TIEL,288,VEGA BAJA,TER,N
841-18-6741,M,SINF,276,GUAYNABO,SEG,N
841-18-6745,M,FINA,344,BAYAMON,CUA,N
841-18-6754,F,EFEE,370,TRUJILLO ALTO,CUA,N
841-18-6813,F,BIOG,315,SAN JUAN,CUA,N
841-18-6922,F,SOFI,273,SAN JUAN,CUA,N
841-18-6937,M,BIOG,330,MANATI,CUA,N
841-18-6948,F,BIOG,355,MANATI,CUA,N
841-18-6969,F,BHUM,299,PONCE,TER,N
841-18-6994,M,SINF,279,CIDRA,CUA,N
841-18-7018,F,GERE,299,VEGA ALTA,TER,N
841-18-7027,M,GEMA,312,BAYAMON,TER,N
841-18-7066,M,CCOM,331,BAYAMON,TER,N
841-18-7079,M,MERC,309,TOA ALTA,TER,N
841-18-7089,F,BIOG,347,GUAYNABO,TER,N
841-18-7278,M,EFEE,322,VEGA BAJA,TER,N
841-18-7290,M,GERE,333,TOA BAJA,CUA,N
841-18-7294,M,TIEL,283,CAGUAS,TER,N
841-18-7305,M,SINF,258,VEGA BAJA,SEG,N
841-18-7466,F,SOFI,378,COROZAL,CUA,N
841-18-7490,M,BIOG,353,GUAYNABO,CUA,N
841-18-7513,F,BIOG,273,CAGUAS,CUA,N
841-18-7525,F,BIOG,327,COROZAL,CUA,N
841-18-7610,F,ESCO,287,BAYAMON,TER,N
841-18-7681,M,EFEE,249,BAYAMON,SEG,N
841-18-7761,F,CONT,283,DORADO,TER,N
841-18-7770,M,EFEE,336,NARANJITO,TER,N
841-18-7820,M,CCOM,324,VEGA BAJA,TER,N
841-18-7838,F,EFEE,372,TOA ALTA,TER,N
841-18-7839,M,MERC,328,AGUAS BUENAS,TER,N
841-18-7918,F,BHUM,255,BAYAMON,TER,N
841-18-7919,M,CONT,249,CIDRA,TER,N
841-18-7923,F,BHUM,316,TOA BAJA,CUA,N
841-18-7990,F,ESCO,264,TOA ALTA,TER,N
841-18-7991,F,BIOG,303,TOA ALTA,CUA,N
841-18-8001,F,GEMA,296,BAYAMON,TER,N
841-18-8011,M,MERC,250,BAYAMON,TER,N
841-18-8031,M,SOFI,354,SAN JUAN,CUA,N
841-18-8048,F,MERC,313,TOA BAJA,TER,N
841-18-8065,F,FINA,337,BAYAMON,CUA,N
841-18-8075,F,BHUM,315,TOA BAJA,TER,N
841-18-8135,F,BHUM,319,COROZAL,TER,N
841-18-8147,M,GERE,340,SAN JUAN,TNB,N
841-18-8157,F,BIOG,362,BAYAMON,CUA,N
841-18-8173,M,CCOM,313,CAROLINA,CUA,N
841-18-8175,F,CONT,298,BAYAMON,CUA,N
841-18-8258,F,EFEE,317,TOA BAJA,TER,N
841-18-8277,F,TIEL,307,CAROLINA,SEG,N
841-18-8365,M,BHUM,287,AGUAS BUENAS,TER,N
841-18-8389,F,BIOG,332,DORADO,CUA,N
841-18-8426,M,FINA,261,BAYAMON,TER,N
841-18-8461,F,BHUM,321,TOA ALTA,CUA,N
841-18-8481,M,GERE,316,SAN JUAN,TER,N
841-18-8657,M,BHUM,369,BAYAMON,CUA,N
841-18-8718,M,CCOM,291,TRUJILLO ALTO,TER,N
841-18-8726,M,SICI,304,CANOVANAS,TER,N
841-18-8736,F,ESCO,371,TOA BAJA,CUA,N
841-18-8765,M,EFEE,308,BAYAMON,TER,N
841-18-8792,F,SOFI,291,TOA ALTA,TER,N
841-18-8798,F,BIOG,375,DORADO,TER,N
841-18-8808,F,BIOG,357,BAYAMON,SEG,N
841-18-8933,M,BHUM,349,BAYAMON,CUA,N
841-18-8951,F,MERC,236,BAYAMON,CUA,N
841-18-8982,M,EFEE,311,VEGA ALTA,TER,N
841-18-8996,F,BIOG,249,TOA ALTA,TER,N
841-18-8998,F,CONT,347,VEGA BAJA,CUA,N
841-18-9011,M,FINA,306,MOROVIS,TER,N
841-18-9037,F,BIOG,282,TOA ALTA,TER,N
841-18-9063,M,BHUM,324,BAYAMON,CUA,N
841-18-9081,F,BIOG,319,TOA ALTA,TER,N
841-18-9092,F,CONT,320,SAN JUAN,TER,N
841-18-9143,M,TIEL,235,CAROLINA,SEG,N
841-18-9155,M,BIOG,276,SAN JUAN,TER,N
841-18-9182,F,EFEE,362,TOA ALTA,CUA,N
841-18-9238,F,ESCO,307,COMERIO,TER,N
841-18-9260,F,GERE,400,GUAYNABO,CUA,N
841-18-9297,F,ESCO,292,BAYAMON,TER,N
841-18-9350,F,EFEE,373,TOA BAJA,CUA,N
841-18-9355,F,BHUM,339,VEGA ALTA,TER,N
841-18-9376,F,EFEE,350,BAYAMON,TER,N
841-18-9383,M,CONT,357,NARANJITO,TER,N
841-18-9397,F,MERC,338,BAYAMON,CUA,N
841-18-9415,F,BIOG,208,TOA ALTA,TER,N
841-18-9451,F,CCOM,353,HUMACAO,CUA,N
841-18-9524,M,CCOM,384,BAYAMON,TER,N
841-18-9560,M,FINA,386,GUAYNABO,CUA,N
841-18-9603,F,MERC,216,BAYAMON,SEG,N
841-18-9608,M,BHUM,318,SAN JUAN,CUA,N
841-18-9622,F,ESCO,335,SAN JUAN,CUA,N
841-18-9766,M,FINA,319,GUAYNABO,TER,N
841-18-9804,F,BHUM,254,DORADO,TER,N
841-18-9807,M,GERE,271,BAYAMON,TER,N
841-18-9820,M,EFEE,331,CANOVANAS,TER,N
841-18-9832,M,MERC,351,BAYAMON,TER,N
841-18-9838,F,BHUM,380,BAYAMON,CUA,N
841-18-9853,F,GERE,294,SAN JUAN,TER,N
841-18-9875,M,FINA,337,TOA ALTA,TER,N
841-18-9902,F,CONT,325,BAYAMON,TER,N
841-18-9906,M,SINF,270,VEGA ALTA,TER,N
841-18-9947,M,BHUM,331,GUAYNABO,CUA,N
841-18-9953,F,CONT,365,BAYAMON,CUA,N
841-19-0026,F,BHUM,338,GUAYNABO,TER,N
841-19-0034,M,ESCO,343,CAGUAS,TER,N
841-19-0167,M,EFEE,288,PONCE,SEG,N
841-19-0183,M,MERC,318,SAN JUAN,SEG,N
841-19-0184,M,TIEL,229,CATANO,SEG,N
841-19-0195,M,SINF,347,BAYAMON,SEG,N
841-19-0198,M,CCOM,289,SAN JUAN,TER,N
841-19-0218,F,BIOG,282,OROCOVIS,SEG,N
841-19-0257,M,SICI,276,SAN JUAN,SEG,N
841-19-0276,M,GERE,238,TOA BAJA,SEG,N
841-19-0302,M,SINF,261,CAGUAS,SEG,N
841-19-0305,F,CONT,291,TOA ALTA,SEG,N
841-19-0332,M,TIEL,177,MANATI,SEG,N
841-19-0360,F,BIOG,305,SAN JUAN,SEG,N
841-19-0381,F,MERC,262,TOA BAJA,SEG,N
841-19-0417,F,BIOG,379,CATANO,TER,N
841-19-0445,F,BIOG,361,GUAYNABO,SEG,N
841-19-0460,M,TIEL,322,TOA ALTA,SEG,N
841-19-0531,F,BHUM,294,VEGA BAJA,SEG,N
841-19-0541,M,BIOG,298,SAN JUAN,SEG,N
841-19-0597,M,FINA,289,CAROLINA,SEG,N
841-19-0619,M,MERC,336,BAYAMON,TER,N
841-19-0623,M,BHUM,400,COROZAL,TER,N
841-19-0660,F,BIOG,317,BAYAMON,SEG,N
841-19-0662,F,BIOG,258,TOA ALTA,SEG,N
841-19-0670,M,EFEE,236,BAYAMON,SEG,N
841-19-0694,M,GEMA,231,TOA ALTA,SEG,N
841-19-0733,F,EFEE,321,CATANO,SEG,N
841-19-0801,F,BHUM,366,SAN JUAN,TER,N
841-19-0807,F,BIOG,267,GUAYNABO,SEG,N
841-19-0825,M,TIEL,298,BAYAMON,SEG,N
841-19-0828,F,CONT,394,AGUAS BUENAS,TER,N
841-19-0922,M,SINF,326,BAYAMON,SEG,N
841-19-0934,M,CCOM,321,VEGA BAJA,SEG,N
841-19-0982,F,GERE,384,TOA ALTA,SEG,N
841-19-0998,F,EFEE,377,BAYAMON,TER,N
841-19-1023,F,ESCO,293,TOA BAJA,TER,N
841-19-1046,F,BHUM,323,SABANA HOYOS,TER,N
841-19-1072,F,BHUM,281,CAROLINA,TER,N
841-19-1128,F,BIOG,308,BAYAMON,SEG,N
841-19-1132,F,ESCO,371,BAYAMON,SEG,N
841-19-1169,M,MERC,270,TOA ALTA,SEG,N
841-19-1178,F,BHUM,363,COROZAL,TER,N
841-19-1236,F,BHUM,312,BAYAMON,TER,N
841-19-1337,M,GEMA,311,CIDRA,SEG,N
841-19-1366,F,GERE,388,TOA ALTA,TER,N
841-19-1371,M,CONT,379,BAYAMON,SEG,N
841-19-1376,F,SOFI,383,BAYAMON,TER,N
841-19-1409,F,BHUM,305,BAYAMON,TER,N
841-19-1490,F,EFEE,318,BAYAMON,SEG,N
841-19-1497,M,BIOG,331,GUAYNABO,SEG,N
841-19-1594,M,TIEL,339,TOA ALTA,TER,N
841-19-1617,F,EFEE,317,AGUAS BUENAS,SEG,N
841-19-1624,F,ESCO,323,BAYAMON,SEG,N
841-19-1639,F,SOFI,340,BAYAMON,TER,N
841-19-1660,F,MERC,266,BAYAMON,SEG,N
841-19-1692,F,EFEE,350,SAN JUAN,SEG,N
841-19-1716,F,BHUM,395,BAYAMON,TER,N
841-19-1734,M,FINA,267,BAYAMON,SEG,N
841-19-1749,M,TIEL,348,BAYAMON,TER,N
841-19-1752,F,GEMA,253,GUAYNABO,SEG,N
841-19-1769,M,MERC,316,TOA BAJA,SEG,N
841-19-1783,F,GERE,368,TOA BAJA,SEG,N
841-19-1817,M,CONT,293,CATANO,SEG,N
841-19-1863,M,BIOG,290,BAYAMON,SEG,N
841-19-1879,F,ESCO,283,MOROVIS,SEG,N
841-19-1903,M,BHUM,400,BAYAMON,TER,N
841-19-1907,F,ESCO,338,BAYAMON,SEG,N
841-19-1928,M,TIEL,277,TOA ALTA,SEG,N
841-19-1933,F,FINA,368,BAYAMON,TER,N
841-19-1937,M,CONT,345,CAROLINA,TER,N
841-19-1938,F,GEMA,291,BAYAMON,SEG,N
841-19-1940,F,EFEE,366,CAGUAS,SEG,N
841-19-1946,F,MERC,314,SAN JUAN,SEG,N
841-19-1976,M,BIOG,278,BAYAMON,TER,N
841-19-1984,,EFEE,305,GUAYNABO,SEG,N
841-19-1988,F,BHUM,276,BAYAMON,TER,N
841-19-2075,M,SOFI,258,TOA ALTA,SEG,N
841-19-2116,M,CCOM,308,GUAYNABO,SEG,N
841-19-2190,F,BIOG,331,SAN JUAN,SEG,N
841-19-2274,M,FINA,297,BAYAMON,SEG,N
841-19-2286,M,EFEE,345,DORADO,SEG,N
841-19-2300,F,MERC,339,RIO GRANDE,SEG,N
841-19-2305,F,TIEL,271,TOA BAJA,SEG,N
841-19-2313,M,CONT,352,RIO GRANDE,SEG,N
841-19-2316,F,CCOM,293,NAGUABO,SEG,N
841-19-2419,M,SINF,309,BAYAMON,SEG,N
841-19-2478,M,SOFI,236,TOA ALTA,SEG,N
841-19-2508,F,SINF,309,BAYAMON,SEG,N
841-19-2510,F,ESCO,290,TOA ALTA,SEG,N
841-19-2564,F,MERC,312,BAYAMON,SEG,N
841-19-2571,M,TIEL,317,BARRANQUITAS,TER,N
841-19-2574,F,CONT,339,AGUAS BUENAS,SEG,N
841-19-2592,M,BHUM,336,TOA ALTA,SEG,N
841-19-2630,M,CCOM,400,BAYAMON,TER,N
841-19-2646,F,BHUM,316,BAYAMON,SEG,N
841-19-2688,F,BHUM,278,CIALES,SEG,N
841-19-2716,M,CONT,293,GUAYNABO,TER,N
841-19-2723,F,MERC,357,BAYAMON,TER,N
841-19-2767,F,CONT,367,BAYAMON,SEG,N
841-19-2782,M,EFEE,370,BAYAMON,SEG,N
841-19-2825,M,EFEE,326,CAGUAS,SEG,N
841-19-2829,M,CONT,233,GUAYNABO,SEG,N
841-19-2846,F,BIOG,311,TOA ALTA,SEG,N
841-19-2879,F,CONT,310,BAYAMON,TER,N
841-19-2914,M,BHUM,276,CAMUY,SEG,N
841-19-2940,F,BIOG,320,DORADO,TER,N
841-19-2946,F,BHUM,353,NARANJITO,TER,N
841-19-2989,F,BIOG,327,NARANJITO,SEG,N
841-19-3032,F,EFEE,364,VEGA BAJA,SEG,N
841-19-3034,M,BHUM,329,LUQUILLO,TER,N
841-19-3063,F,FINA,300,TOA ALTA,SEG,N
841-19-3091,M,FINA,194,BAYAMON,SEG,N
841-19-3153,F,MERC,302,CAROLINA,SEG,N
841-19-3197,M,FINA,343,VEGA ALTA,SEG,N
841-19-3217,M,BHUM,360,DORADO,TER,N
841-19-3277,F,BHUM,286,BAYAMON,TER,N
841-19-3299,F,BHUM,330,GUAYNABO,TER,N
841-19-3317,M,CONT,252,BAYAMON,SEG,N
841-19-3382,M,SINF,281,PUERTO REAL,SEG,N
841-19-3392,M,SICI,285,TOA ALTA,SEG,N
841-19-3418,F,FINA,400,NARANJITO,SEG,N
841-19-3527,M,SICI,298,BAYAMON,SEG,N
841-19-3562,F,CONT,295,AGUAS BUENAS,TER,N
841-19-3563,M,SICI,307,TOA ALTA,SEG,N
841-19-3607,F,BHUM,289,GUAYNABO,SEG,N
841-19-3640,M,MERC,246,TRUJILLO ALTO,SEG,N
841-19-3655,M,CONT,338,BAYAMON,TER,N
841-19-3657,F,ESCO,322,TOA BAJA,TER,N
841-19-3696,F,BHUM,251,TOA ALTA,SEG,N
841-19-3756,F,BHUM,332,SAN JUAN,TER,N
841-19-3757,F,BHUM,309,TOA BAJA,TER,N
841-19-3785,F,ESCO,329,BAYAMON,SEG,N
841-19-3819,F,EFEE,317,BAYAMON,SEG,N
841-19-3875,F,MERC,280,BAYAMON,SEG,N
841-19-3878,F,BHUM,304,VEGA BAJA,TER,N
841-19-3892,F,BHUM,344,AGUAS BUENAS,TER,N
841-19-3913,F,EFEE,353,NARANJITO,SEG,N
841-19-3934,M,CONT,286,GUAYNABO,SEG,N
841-19-3953,F,BIOG,236,NARANJITO,SEG,N
841-19-3972,M,SINF,289,SAN JUAN,SEG,N
841-19-3977,M,MERC,243,TOA BAJA,SEG,N
841-19-3997,F,BIOG,306,SAN JUAN,SEG,N
841-19-4042,M,CONT,349,BAYAMON,TER,N
841-19-4046,F,EFEE,316,BAYAMON,SEG,N
841-19-4075,M,CCOM,292,JUNCOS,SEG,N
841-19-4076,F,ESCO,284,CATANO,SEG,N
841-19-4080,M,SINF,233,GURABO,SEG,N
841-19-4109,F,ESCO,247,GUAYANBO,SEG,N
841-19-4120,F,BHUM,276,BARRANQUITAS,SEG,N
841-19-4125,F,BIOG,342,GUAYNABO,SEG,N
841-19-4136,M,GERE,256,SAN JUAN,SEG,N
841-19-4137,F,CONT,335,BAYAMON,TER,N
841-19-4153,M,CCOM,268,SAN JUAN,SEG,N
841-19-4164,F,BIOG,329,CAROLINA,TER,N
841-19-4170,F,CONT,362,BAYAMON,TER,N
841-19-4180,M,CONT,354,TOA ALTA,TER,N
841-19-4204,M,TIEL,297,BAYAMON,SEG,N
841-19-4224,F,EFEE,366,CAGUAS,SEG,N
841-19-4241,F,BHUM,291,SAN JUAN,SEG,N
841-19-4249,F,BHUM,307,CAROLINA,SEG,N
841-19-4311,M,SINF,355,BAYAMON,SEG,N
841-19-4352,F,FINA,285,TOA ALTA,SEG,N
841-19-4384,M,TIEL,327,CIDRA,SEG,N
841-19-4410,M,TIEL,352,TOA ALTA,SEG,N
841-19-4475,F,BHUM,358,DORADO,TER,N
841-19-4476,M,BIOG,249,RIO GRANDE,TER,N
841-19-4494,M,TIEL,279,BAYAMON,SEG,N
841-19-4509,F,SINF,295,TOA ALTA,SEG,N
841-19-4545,M,TIEL,282,TRUJILLO ALTO,SEG,N
841-19-4558,F,BIOG,322,BAYAMON,TER,N
841-19-4581,F,BHUM,377,BAYAMON,TER,N
841-19-4612,F,ESCO,335,CIDRA,SEG,N
841-19-4623,M,BIOG,255,FAJARDO,SEG,N
841-19-4710,F,FINA,311,TOA ALTA,SEG,N
841-19-4739,F,BHUM,394,SAN JUAN,TER,N
841-19-4749,M,BHUM,300,GUAYNABO,TER,N
841-19-4770,F,ESCO,344,NARANJITO,SEG,N
841-19-4783,M,TIEL,251,TRUJILLO ALTO,SEG,N
841-19-4836,F,MERC,361,BAYAMON,TER,N
841-19-4864,M,BIOG,325,BAYAMON,TER,N
841-19-4873,M,GERE,361,BAYAMON,SNB,N
841-19-4927,F,CONT,361,NARANJITO,TER,N
841-19-4935,M,CONT,344,DORADO,SEG,N
841-19-4955,F,ESCO,290,TOA BAJA,SEG,N
841-19-5010,F,FINA,336,CAROLINA,SEG,N
841-19-5081,F,BHUM,365,DORADO,SEG,N
841-19-5100,F,BIOG,300,GURABO,SEG,N
841-19-5134,F,EFEE,400,COROZAL,SEG,N
841-19-5136,M,CCOM,304,COROZAL,SEG,N
841-19-5154,M,GEMA,331,AGUAS BUENAS,SEG,N
841-19-5172,M,GERE,258,BAYAMON,SEG,N
841-19-5178,F,BHUM,392,TOA ALTA,TER,N
841-19-5181,F,EFEE,331,GUAYNABO,SEG,N
841-19-5189,F,BHUM,189,DORADO,SEG,N
841-19-5194,M,CONT,382,BAYAMON,SEG,N
841-19-5216,F,TIEL,328,TOA ALTA,SEG,N
841-19-5236,M,GEMA,235,COROZAL,SEG,N
841-19-5266,M,CONT,269,BAYAMON,SEG,N
841-19-5269,F,BIOG,328,CATANO,SEG,N
841-19-5277,F,MERC,372,BAYAMON,SEG,N
841-19-5292,F,BIOG,241,HATILLO,SEG,N
841-19-5309,M,CONT,379,TOA ALTA,TER,N
841-19-5319,M,FINA,206,DORADO,SEG,N
841-19-5336,M,CONT,333,COROZAL,SEG,N
841-19-5370,F,BHUM,342,TOA BAJA,SEG,N
841-19-5373,F,CONT,365,BAYAMON,SEG,N
841-19-5422,F,GEMA,335,CAGUAS,SEG,N
841-19-5426,F,ESCO,347,NARANJITO,SEG,N
841-19-5440,M,TIEL,365,BAYAMON,TER,N
841-19-5443,M,BIOG,343,BAYAMON,TER,N
841-19-5573,F,BIOG,325,BAYAMON,TER,N
841-19-5595,M,CONT,293,BAYAMON,SEG,N
841-19-5613,F,ESCO,331,TOA BAJA,SEG,N
841-19-5630,F,GERE,384,BAYAMON,TER,N
841-19-5739,M,FINA,281,VEGA ALTA,SEG,N
841-19-5744,F,MERC,319,CAROLINA,SEG,N
841-19-5823,M,CONT,354,TOA BAJA,TER,N
841-19-5843,F,MERC,347,COMERIO,SEG,N
841-19-5867,F,ESCO,290,BAYAMON,SEG,N
841-19-5876,M,GEMA,268,NARANJITO,SEG,N
841-19-5910,M,BIOG,346,BAYAMON,SEG,N
841-19-5923,M,FINA,303,CAGUAS,SEG,N
841-19-5937,F,CONT,328,BAYAMON,TER,N
841-19-5938,F,EFEE,376,SAN JUAN,SEG,N
841-19-5947,M,TIEL,295,VEGA BAJA,SEG,N
841-19-5956,M,MERC,230,GUAYNABO,SEG,N
841-19-5960,M,BIOG,297,TOA ALTA,TER,N
841-19-5989,M,BHUM,347,MOROVIS,SEG,N
841-19-6009,F,BHUM,332,BAYAMON,TER,N
841-19-6024,M,SINF,268,CAGUAS,SEG,N
841-19-6032,M,CONT,306,GUAYNABO,SEG,N
841-19-6035,M,TIEL,288,TRUJILLO ALTO,SEG,N
841-19-6077,F,MERC,324,BAYAMON,TER,N
841-19-6158,F,BIOG,341,BAYAMON,SEG,N
841-19-6159,F,ESCO,371,BAYAMON,SEG,N
841-19-6174,F,BHUM,355,BAYAMON,TER,N
841-19-6187,F,MERC,305,BAYAMON,SEG,N
841-19-6196,M,BIOG,304,TOA ALTA,TER,N
841-19-6206,F,BIOG,290,TOA BAJA,TER,N
841-19-6268,F,BIOG,327,TOA BAJA,SEG,N
841-19-6339,F,SOFI,221,TOA ALTA,SEG,N
841-19-6366,M,TIEL,366,COROZAL,SEG,N
841-19-6374,F,CONT,395,BAYAMON,TER,N
841-19-6387,F,BHUM,361,GUAYNABO,TER,N
841-19-6430,F,BHUM,389,BARRANQUITAS,TER,N
841-19-6451,F,SICI,387,GUAYNABO,TER,N
841-19-6522,F,BHUM,296,TOA ALTA,SEG,N
841-19-6548,M,EFEE,317,TOA ALTA,SEG,N
841-19-6571,M,GEMA,305,DORADO,TER,N
841-19-6679,F,BHUM,282,CAROLINA,TER,N
841-19-6704,F,BHUM,339,TOA ALTA,TER,N
841-19-6739,M,TIEL,241,TOA BAJA,SEG,N
841-19-6758,M,GERE,337,TOA ALTA,SEG,N
841-19-6807,F,ESCO,280,TOA BAJA,SEG,N
841-19-6848,F,MERC,303,GUAYNABO,SEG,N
841-19-6884,M,BIOG,299,COMERIO,TER,N
841-19-6901,F,MERC,365,BAYAMON,TER,N
841-19-6902,F,SOFI,363,GUAYNABO,SEG,N
841-19-6926,M,CONT,314,TOA ALTA,SEG,N
841-19-6939,M,FINA,266,CATANO,SEG,N
841-19-6946,M,SOFI,280,SAN JUAN,SEG,N
841-19-6988,F,MERC,308,BAYAMON,SEG,N
841-19-6990,M,MERC,289,BAYAMON,SEG,N
841-19-7031,M,CCOM,293,SABANA SECA,SEG,N
841-19-7049,F,BIOG,293,VEGA BAJA,TER,N
841-19-7079,M,BIOG,359,TOA ALTA,TER,N
841-19-7095,F,CONT,394,BAYAMON,SEG,N
841-19-7106,M,GERE,264,TOA ALTA,SEG,N
841-19-7108,M,GERE,241,TOA BAJA,SEG,N
841-19-7139,M,GEMA,313,TOA ALTA,SEG,N
841-19-7153,F,GERE,353,SAN JUAN,SEG,N
841-19-7156,F,BHUM,343,BAYAMON,TER,N
841-19-7161,F,BHUM,379,RIO GRANDE,TER,N
841-19-7170,F,BIOG,258,SAN JUAN,SEG,N
841-19-7239,F,GERE,300,BAYAMON,SEG,N
841-19-7258,F,SOFI,380,TOA BAJA,TER,N
841-19-7293,F,BIOG,354,SAN JUAN,TER,N
841-19-7312,M,FINA,302,BAYAMON,SEG,N
841-19-7362,F,ESCO,338,BAYAMON,TER,N
841-19-7366,F,BHUM,338,NARANJITO,SEG,N
841-19-7405,F,BIOG,227,TOA ALTA,SEG,N
841-19-7425,M,SINF,248,TOA ALTA,SEG,N
841-19-7452,M,CONT,360,DORADO,TER,N
841-19-7458,M,EFEE,326,VEGA BAJA,SEG,N
841-19-7492,F,BIOG,382,BAYAMON,SEG,N
841-19-7512,M,SINF,318,BAYAMON,SEG,N
841-19-7566,M,BHUM,270,BARRANQUITAS,SEG,N
841-19-7659,F,GERE,320,CATANO,SEG,N
841-19-7689,F,MERC,400,TOA BAJA,SEG,N
841-19-7693,M,BHUM,261,TOA ALTA,SEG,N
841-19-7706,F,BHUM,356,GUAYNABO,SEG,N
841-19-7725,M,BHUM,319,TOA ALTA,SEG,N
841-19-7780,F,SOFI,250,BAYAMON,SEG,N
841-19-7836,M,CONT,320,TOA BAJA,TER,N
841-19-7841,M,CCOM,291,VEGA ALTA,SEG,N
841-19-7908,F,EFEE,326,VEGA ALTA,SEG,N
841-19-7982,F,ESCO,342,BAYAMON,SEG,N
841-19-7997,F,BIOG,321,TRUJILLO ALTO,SEG,N
841-19-8039,M,BHUM,275,CATANO,SEG,N
841-19-8094,M,EFEE,340,BAYAMON,SEG,N
841-19-8155,F,BHUM,363,SAN JUAN,TER,N
841-19-8160,M,SINF,289,BAYAMON,SEG,N
841-19-8163,M,BHUM,326,NARANJITO,TER,N
841-19-8200,F,BHUM,341,DORADO,TER,N
841-19-8234,M,BIOG,326,TOA ALTA,SEG,N
841-19-8253,F,ESCO,338,NARANJITO,SEG,N
841-19-8271,F,CCOM,292,BAYAMON,SEG,N
841-19-8320,F,BIOG,305,DORADO,SEG,N
841-19-8334,M,EFEE,336,TOA ALTA,SEG,N
841-19-8339,F,ESCO,368,BAYAMON,TER,N
841-19-8354,F,BHUM,391,GUAYNABO,TER,N
841-19-8384,,BIOG,235,BAYAMON,SEG,N
841-19-8407,F,CONT,354,BAYAMON,TER,N
841-19-8458,F,BIOG,323,VEGA BAJA,TER,N
841-19-8473,M,BHUM,373,BAYAMON,TER,N
841-19-8542,M,BIOG,316,COROZAL,SEG,N
841-19-8548,M,GERE,250,OROCOVIS,SEG,N
841-19-8559,F,EFEE,349,VEGA ALTA,SEG,N
841-19-8562,F,GERE,331,BAYAMON,SEG,N
841-19-8590,M,BHUM,318,GUAYNABO,SEG,N
841-19-8633,F,BHUM,379,MANATI,SEG,N
841-19-8659,F,GERE,355,DORADO,SEG,N
841-19-8679,M,CONT,375,COROZAL,TER,N
841-19-8702,,TIEL,209,BAYAMON,SEG,N
841-19-8719,F,FINA,270,CAGUAS,SEG,N
841-19-8722,F,FINA,370,GUAYNABO,SEG,N
841-19-8765,M,SINF,221,CANOVANAS,SEG,N
841-19-8817,M,BIOG,313,SAN JUAN,TER,N
841-19-8848,F,SOFI,369,BAYAMON,SEG,N
841-19-8903,F,BIOG,327,GUAYNABO,TER,N
841-19-8931,M,FINA,308,BAYAMON,SEG,N
841-19-8933,F,ESCO,317,BAYAMON,SEG,N
841-19-8935,F,BIOG,363,TOA ALTA,SEG,N
841-19-8947,F,GEMA,279,BAYAMON,SEG,N
841-19-9012,M,TIEL,316,LOIZA,TER,N
841-19-9046,M,CONT,312,BAYAMON,SEG,N
841-19-9086,M,BHUM,287,GUAYNABO,TER,N
841-19-9094,F,ESCO,344,BAYAMON,SEG,N
841-19-9153,F,ESCO,343,TOA ALTA,SEG,N
841-19-9160,M,SICI,268,VEGA ALTA,SEG,N
841-19-9179,M,TIEL,369,OROCOVIS,SEG,N
841-19-9206,F,BIOG,376,HATILLO,TER,N
841-19-9241,F,BHUM,355,BAYAMON,TER,N
841-19-9263,M,MERC,235,DORADO,SEG,N
841-19-9271,F,BIOG,349,GUAYNABO,TER,N
841-19-9291,F,FINA,358,BAYAMON,SEG,N
841-19-9302,M,EFEE,345,BAYAMON,SEG,N
841-19-9355,F,MERC,381,TOA ALTA,SEG,N
841-19-9365,M,MERC,329,NARANJITO,TER,N
841-19-9381,M,BIOG,309,TOA BAJA,SEG,N
841-19-9439,M,GEMA,236,BAYAMON,SEG,N
841-19-9441,F,BIOG,267,BAYAMON,SEG,N
841-19-9495,M,FINA,288,BAYAMON,SEG,N
841-19-9557,M,EFEE,354,BAYAMON,TER,N
841-19-9597,M,BIOG,303,BAYAMON,TER,N
841-19-9614,M,BHUM,329,BAYAMON,SEG,N
841-19-9624,F,BIOG,383,NARANJITO,TER,N
841-19-9675,F,BHUM,316,GUAYNABO,SEG,N
841-19-9758,F,EFEE,382,BAYAMON,TER,N
841-19-9764,F,BHUM,262,TOA ALTA,SEG,N
841-19-9812,M,MERC,260,BAYAMON,SEG,N
841-19-9825,F,ESCO,369,TOA BAJA,SEG,N
841-19-9834,F,BHUM,358,COROZAL,SEG,N
841-19-9840,F,CCOM,298,TOA ALTA,SEG,N
841-19-9910,F,ESCO,294,VEGA BAJA,TER,N
841-19-9929,M,SICI,258,TOA ALTA,SEG,N
